event_id,nearest_facility_id,nearest_facility,nearest_facility_type,facility_distance_m,facility_confidence,spatial_zone,max_frp,observation_count,duration_hours,nearest_industrial_context_id,nearest_industrial_context,nearest_industrial_context_type,industrial_context_distance_m,inside_approx_industrial_context,approx_contexts,context_confidence,context_note
EVT-DAHEJ-00479,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,7938.7,verified,dahej_core,5.98,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,15152.6,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00480,FAC-DAHEJ-010,SRF Limited — Dahej,chemical,3960.9,verified,dahej_core,29.1,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,5701.6,True,Dahej GIDC Industrial Estate — broad reference;Dahej PCPIR,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00481,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,25909.4,verified,dahej_fringe,11.14,4,0.8166666666666667,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,30430.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00482,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,8476.7,verified,dahej_core,3.57,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,11672.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00483,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,20985.0,verified,dahej_fringe,12.39,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,25466.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00484,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,32237.1,verified,comparison_area,11.31,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,37764.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00485,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,36087.5,verified,comparison_area,9.19,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,39211.3,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00486,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,32022.9,verified,comparison_area,2.62,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,38348.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00487,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,38954.7,verified,comparison_area,2.96,2,0.0,CTX-DAHEJ-004,Power Plant / Large-Scale PCP Industry zone,power_large_scale_pcp,42254.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00488,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,40380.4,verified,comparison_area,1.56,1,0.0,CTX-DAHEJ-004,Power Plant / Large-Scale PCP Industry zone,power_large_scale_pcp,43678.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00489,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,35293.5,verified,comparison_area,2.87,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,39808.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00490,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,8973.9,verified,dahej_fringe,0.39,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,15975.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00491,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,38176.7,verified,comparison_area,1.78,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,41132.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00492,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,10636.8,verified,dahej_core,25.36,3,0.8166666666666667,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,13305.3,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00493,FAC-DAHEJ-002,Dahej OPAL Captive Power Plant,power_plant,27152.8,verified,comparison_area,7.29,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,27595.6,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00494,FAC-DAHEJ-010,SRF Limited — Dahej,chemical,1017.0,verified,dahej_core,12.18,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,2772.6,True,Dahej GIDC Industrial Estate — broad reference;Dahej SEZ;Power Plant / Large-Scale PCP Industry zone;Dahej PCPIR,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00495,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,36058.5,verified,comparison_area,9.26,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,42113.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00496,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,20106.5,verified,comparison_area,4.96,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,27939.9,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00497,FAC-DAHEJ-008,ONGC Petro Additions Ltd. (OPaL),petrochemical,1593.0,verified,dahej_core,4.97,1,0.0,CTX-DAHEJ-005,Port / Ship-building / Logistics corridor,port_logistics,1566.6,True,Port / Ship-building / Logistics corridor;Dahej PCPIR,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00498,FAC-DAHEJ-005,Reliance Industries Ltd. Dahej Plant,petrochemical,32662.1,verified,comparison_area,5.11,2,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,33072.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00499,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,14338.1,verified,dahej_core,16.07,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,16499.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00500,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,22499.8,verified,dahej_fringe,1.22,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,26787.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00501,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,25793.0,verified,dahej_fringe,4.06,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,31258.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00502,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,27203.4,verified,comparison_area,6.22,4,1.6666666666666667,CTX-DAHEJ-004,Power Plant / Large-Scale PCP Industry zone,power_large_scale_pcp,30502.7,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00503,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,18041.0,verified,comparison_area,35.82,2,0.8,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,25845.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00504,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,5541.4,verified,dahej_core,11.96,2,0.8,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,13296.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00505,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,26738.3,verified,comparison_area,12.11,2,0.8,CTX-DAHEJ-004,Power Plant / Large-Scale PCP Industry zone,power_large_scale_pcp,30032.3,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00506,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,42425.1,verified,comparison_area,3.43,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,45209.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00507,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,32924.6,verified,comparison_area,3.51,2,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,35000.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00508,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,39386.1,verified,comparison_area,5.74,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,45160.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00509,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,29890.9,verified,comparison_area,5.61,1,0.0,CTX-DAHEJ-004,Power Plant / Large-Scale PCP Industry zone,power_large_scale_pcp,33130.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00510,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,27718.6,verified,comparison_area,3.33,2,0.8666666666666667,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,34770.4,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00511,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,12028.7,verified,dahej_core,12.63,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,16153.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00512,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,2322.7,verified,dahej_core,7.84,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,6841.2,True,Dahej PCPIR,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00513,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,40292.3,verified,comparison_area,0.98,3,0.8666666666666667,CTX-DAHEJ-004,Power Plant / Large-Scale PCP Industry zone,power_large_scale_pcp,43591.9,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00514,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,7457.8,verified,dahej_core,2.04,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,10228.4,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00515,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,22515.2,verified,dahej_fringe,0.72,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,26895.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00516,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,43292.3,verified,comparison_area,4.01,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,48166.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00517,FAC-DAHEJ-003,Dahej Cogen Power Plant,power_plant,1785.9,verified,dahej_core,3.64,1,0.0,CTX-DAHEJ-001,Dahej PCPIR,pcpir,1872.4,True,Dahej PCPIR;Dahej SEZ;Power Plant / Large-Scale PCP Industry zone;Dahej GIDC Industrial Estate — broad reference,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00518,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,32359.9,verified,comparison_area,11.9,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,35456.3,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00519,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,19647.7,verified,dahej_fringe,4.17,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,23891.9,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00520,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,39377.9,verified,comparison_area,11.04,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,42184.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00521,FAC-DAHEJ-002,Dahej OPAL Captive Power Plant,power_plant,26156.1,verified,comparison_area,9.18,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,26615.7,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00522,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,42737.1,verified,comparison_area,1.73,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,47781.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00523,FAC-DAHEJ-001,DGEN Mega Power Plant,power_plant,1559.0,verified,dahej_core,2.32,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,344.6,True,Dahej SEZ;Power Plant / Large-Scale PCP Industry zone;Dahej GIDC Industrial Estate — broad reference;Dahej PCPIR,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00524,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,14557.9,verified,dahej_fringe,2.48,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,20457.4,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00525,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,32673.2,verified,comparison_area,3.44,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,38191.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00526,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,27392.4,verified,comparison_area,1.55,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,30772.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00527,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,37480.8,verified,comparison_area,4.9,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,41256.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00528,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,38641.4,verified,comparison_area,3.64,3,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,41632.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00529,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,38330.6,verified,comparison_area,4.28,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,43778.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00530,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,10198.7,verified,dahej_core,11.35,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,14571.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00531,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,26072.6,verified,dahej_fringe,1.48,2,0.8666666666666667,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,30226.5,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00532,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,26435.7,verified,comparison_area,5.14,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,33406.3,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00533,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,7010.1,verified,dahej_fringe,14.88,3,0.85,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,14734.6,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00534,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,32295.7,verified,comparison_area,3.4,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,33412.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00535,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,25134.6,verified,comparison_area,8.3,2,0.8166666666666667,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,32871.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00536,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,19798.1,verified,comparison_area,9.41,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,27654.7,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00537,FAC-DAHEJ-003,Dahej Cogen Power Plant,power_plant,1778.6,verified,dahej_core,8.1,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,1413.7,True,Dahej SEZ;Power Plant / Large-Scale PCP Industry zone;Dahej PCPIR;Dahej GIDC Industrial Estate — broad reference,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00538,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,25238.5,verified,dahej_fringe,14.3,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,28267.6,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00539,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,26268.0,verified,comparison_area,6.72,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,33103.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00540,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,32226.5,verified,comparison_area,9.28,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,35463.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00541,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,9974.5,verified,dahej_fringe,5.47,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,17329.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00542,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,39714.8,verified,comparison_area,3.77,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,44303.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00543,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,2817.2,verified,dahej_core,16.12,4,0.8,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,10656.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00544,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,25313.7,verified,dahej_fringe,26.93,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,28985.2,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00545,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,3737.1,verified,dahej_core,14.89,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,10863.7,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00546,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,38820.2,verified,comparison_area,8.95,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,41605.9,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00547,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,14269.8,verified,dahej_fringe,12.67,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,21703.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00548,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,24225.7,verified,comparison_area,9.64,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,31643.9,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00549,FAC-DAHEJ-002,Dahej OPAL Captive Power Plant,power_plant,33870.7,verified,comparison_area,5.09,1,0.0,CTX-DAHEJ-003,Dahej SEZ,dahej_sez,34286.8,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00550,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,8829.0,verified,dahej_core,1.77,2,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,11018.1,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00551,FAC-DAHEJ-012,Tagros Chemicals India Pvt. Ltd.,chemical,33056.3,verified,comparison_area,4.37,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,36252.3,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00552,FAC-DAHEJ-004,GACL-NALCO Alkalies & Chemicals Pvt. Ltd.,chemical,23543.5,verified,dahej_fringe,1.69,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,27891.0,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
EVT-DAHEJ-00553,FAC-DAHEJ-011,GACL-NALCO Dahej Caustic Captive Power Station,power_plant,30113.2,verified,comparison_area,5.6,1,0.0,CTX-DAHEJ-002,Dahej GIDC Industrial Estate — broad reference,gidc_industrial_estate,37283.4,False,,approximate,Approximate reference buffers only; replace with official GIDC/SEZ/PCPIR polygons before treating containment as ground truth.
